model,location,forecast_date,anomaly,n_anomaly
RobertWalraven-ESG,MT,2022-01-24,FALSE,0
RobertWalraven-ESG,NL,2022-01-24,TRUE,1
RobertWalraven-ESG,NO,2022-01-24,FALSE,0
RobertWalraven-ESG,PL,2022-01-24,TRUE,2
RobertWalraven-ESG,PT,2022-01-24,TRUE,3
RobertWalraven-ESG,RO,2022-01-24,FALSE,0
RobertWalraven-ESG,SK,2022-01-24,FALSE,0
RobertWalraven-ESG,SI,2022-01-24,FALSE,0
RobertWalraven-ESG,ES,2022-01-24,TRUE,2
RobertWalraven-ESG,SE,2022-01-24,FALSE,0
RobertWalraven-ESG,CH,2022-01-24,FALSE,0
RobertWalraven-ESG,GB,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,AT,2022-01-24,TRUE,1
SDSC_ISG-TrendModel,BE,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,BG,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,CH,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,CY,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,CZ,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,DE,2022-01-24,TRUE,1
SDSC_ISG-TrendModel,DK,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,EE,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,ES,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,FI,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,FR,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,GB,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,GR,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,HR,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,HU,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,IE,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,IS,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,IT,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,LI,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,LT,2022-01-24,TRUE,1
SDSC_ISG-TrendModel,LU,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,LV,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,MT,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,NL,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,NO,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,PL,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,PT,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,RO,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,SE,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,SI,2022-01-24,FALSE,0
SDSC_ISG-TrendModel,SK,2022-01-24,FALSE,0
UC3M-EpiGraph,ES,2022-01-24,TRUE,1
ULZF-SEIRC19SI,SI,2022-01-24,FALSE,0
UNED-PreCoV2,ES,2022-01-24,TRUE,2
UVA-Ensemble,AT,2022-01-24,TRUE,1
UVA-Ensemble,BE,2022-01-24,FALSE,0
UVA-Ensemble,BG,2022-01-24,FALSE,0
UVA-Ensemble,CH,2022-01-24,FALSE,0
UVA-Ensemble,CY,2022-01-24,FALSE,0
UVA-Ensemble,CZ,2022-01-24,FALSE,0
UVA-Ensemble,DE,2022-01-24,TRUE,1
UVA-Ensemble,DK,2022-01-24,FALSE,0
UVA-Ensemble,EE,2022-01-24,FALSE,0
UVA-Ensemble,ES,2022-01-24,TRUE,2
UVA-Ensemble,FI,2022-01-24,FALSE,0
UVA-Ensemble,FR,2022-01-24,FALSE,0
UVA-Ensemble,GB,2022-01-24,FALSE,0
UVA-Ensemble,GR,2022-01-24,FALSE,0
UVA-Ensemble,HR,2022-01-24,FALSE,0
UVA-Ensemble,HU,2022-01-24,FALSE,0
UVA-Ensemble,IE,2022-01-24,FALSE,0
UVA-Ensemble,IS,2022-01-24,FALSE,0
UVA-Ensemble,IT,2022-01-24,FALSE,0
UVA-Ensemble,LI,2022-01-24,FALSE,0
UVA-Ensemble,LT,2022-01-24,TRUE,4
UVA-Ensemble,LU,2022-01-24,FALSE,0
UVA-Ensemble,LV,2022-01-24,FALSE,0
UVA-Ensemble,MT,2022-01-24,FALSE,0
UVA-Ensemble,NL,2022-01-24,TRUE,1
UVA-Ensemble,NO,2022-01-24,FALSE,0
UVA-Ensemble,PL,2022-01-24,TRUE,2
UVA-Ensemble,PT,2022-01-24,TRUE,3
UVA-Ensemble,RO,2022-01-24,FALSE,0
UVA-Ensemble,SE,2022-01-24,FALSE,0
UVA-Ensemble,SI,2022-01-24,FALSE,0
UVA-Ensemble,SK,2022-01-24,FALSE,0
epiMOX-SUIHTER,IT,2022-01-24,FALSE,0
epiforecasts-EpiNow2,AT,2022-01-24,TRUE,1
epiforecasts-EpiNow2,BE,2022-01-24,FALSE,0
epiforecasts-EpiNow2,BG,2022-01-24,FALSE,0
epiforecasts-EpiNow2,CH,2022-01-24,FALSE,0
epiforecasts-EpiNow2,CY,2022-01-24,FALSE,0
epiforecasts-EpiNow2,CZ,2022-01-24,FALSE,0
epiforecasts-EpiNow2,DE,2022-01-24,TRUE,1
epiforecasts-EpiNow2,DK,2022-01-24,FALSE,0
epiforecasts-EpiNow2,EE,2022-01-24,FALSE,0
epiforecasts-EpiNow2,ES,2022-01-24,TRUE,2
epiforecasts-EpiNow2,FI,2022-01-24,FALSE,0
epiforecasts-EpiNow2,FR,2022-01-24,FALSE,0
epiforecasts-EpiNow2,GB,2022-01-24,FALSE,0
epiforecasts-EpiNow2,GR,2022-01-24,FALSE,0
epiforecasts-EpiNow2,HR,2022-01-24,FALSE,0
epiforecasts-EpiNow2,HU,2022-01-24,FALSE,0
epiforecasts-EpiNow2,IE,2022-01-24,FALSE,0
epiforecasts-EpiNow2,IS,2022-01-24,FALSE,0
epiforecasts-EpiNow2,IT,2022-01-24,FALSE,0
epiforecasts-EpiNow2,LI,2022-01-24,FALSE,0
epiforecasts-EpiNow2,LT,2022-01-24,TRUE,4
epiforecasts-EpiNow2,LU,2022-01-24,FALSE,0
epiforecasts-EpiNow2,LV,2022-01-24,FALSE,0
epiforecasts-EpiNow2,MT,2022-01-24,FALSE,0
epiforecasts-EpiNow2,NL,2022-01-24,TRUE,1
epiforecasts-EpiNow2,NO,2022-01-24,FALSE,0
epiforecasts-EpiNow2,PL,2022-01-24,TRUE,2
epiforecasts-EpiNow2,PT,2022-01-24,TRUE,3
epiforecasts-EpiNow2,RO,2022-01-24,FALSE,0
epiforecasts-EpiNow2,SE,2022-01-24,FALSE,0
epiforecasts-EpiNow2,SI,2022-01-24,FALSE,0
epiforecasts-EpiNow2,SK,2022-01-24,FALSE,0
itwm-dSEIR,DE,2022-01-24,TRUE,1
prolix-euclidean,BE,2022-01-24,FALSE,0
prolix-euclidean,DK,2022-01-24,FALSE,0
prolix-euclidean,EE,2022-01-24,FALSE,0
prolix-euclidean,FR,2022-01-24,FALSE,0
prolix-euclidean,DE,2022-01-24,TRUE,1
prolix-euclidean,IE,2022-01-24,FALSE,0
prolix-euclidean,IT,2022-01-24,FALSE,0
prolix-euclidean,LU,2022-01-24,FALSE,0
prolix-euclidean,CH,2022-01-24,FALSE,0
prolix-euclidean,GB,2022-01-24,FALSE,0
JBUD-HMXK,AT,2022-01-30,FALSE,0
JBUD-HMXK,CZ,2022-01-30,FALSE,0
JBUD-HMXK,DK,2022-01-30,FALSE,0
JBUD-HMXK,FI,2022-01-30,FALSE,0
JBUD-HMXK,FR,2022-01-30,FALSE,0
JBUD-HMXK,DE,2022-01-30,FALSE,0
JBUD-HMXK,GR,2022-01-30,FALSE,0
JBUD-HMXK,HU,2022-01-30,FALSE,0
JBUD-HMXK,IE,2022-01-30,FALSE,0
JBUD-HMXK,IT,2022-01-30,FALSE,0
JBUD-HMXK,LV,2022-01-30,FALSE,0
JBUD-HMXK,LT,2022-01-30,TRUE,4
JBUD-HMXK,NL,2022-01-30,TRUE,2
JBUD-HMXK,PL,2022-01-30,TRUE,2
JBUD-HMXK,PT,2022-01-30,TRUE,4
JBUD-HMXK,SK,2022-01-30,FALSE,0
JBUD-HMXK,SI,2022-01-30,FALSE,0
JBUD-HMXK,ES,2022-01-30,TRUE,2
JBUD-HMXK,SE,2022-01-30,FALSE,0
JBUD-HMXK,NO,2022-01-30,FALSE,0
JBUD-HMXK,GB,2022-01-30,FALSE,0
USC-SIkJalpha,AT,2022-01-30,FALSE,0
USC-SIkJalpha,BE,2022-01-30,FALSE,0
USC-SIkJalpha,BG,2022-01-30,FALSE,0
USC-SIkJalpha,HR,2022-01-30,FALSE,0
USC-SIkJalpha,CY,2022-01-30,FALSE,0
USC-SIkJalpha,CZ,2022-01-30,FALSE,0
USC-SIkJalpha,DK,2022-01-30,FALSE,0
USC-SIkJalpha,EE,2022-01-30,FALSE,0
USC-SIkJalpha,FI,2022-01-30,FALSE,0
USC-SIkJalpha,FR,2022-01-30,FALSE,0
USC-SIkJalpha,DE,2022-01-30,FALSE,0
USC-SIkJalpha,GR,2022-01-30,FALSE,0
USC-SIkJalpha,HU,2022-01-30,FALSE,0
USC-SIkJalpha,IS,2022-01-30,FALSE,0
USC-SIkJalpha,IE,2022-01-30,FALSE,0
USC-SIkJalpha,IT,2022-01-30,FALSE,0
USC-SIkJalpha,LV,2022-01-30,FALSE,0
USC-SIkJalpha,LI,2022-01-30,FALSE,0
USC-SIkJalpha,LT,2022-01-30,TRUE,4
USC-SIkJalpha,LU,2022-01-30,FALSE,0
USC-SIkJalpha,MT,2022-01-30,FALSE,0
USC-SIkJalpha,NL,2022-01-30,TRUE,2
USC-SIkJalpha,NO,2022-01-30,FALSE,0
USC-SIkJalpha,PL,2022-01-30,TRUE,2
USC-SIkJalpha,PT,2022-01-30,TRUE,4
USC-SIkJalpha,RO,2022-01-30,FALSE,0
USC-SIkJalpha,SK,2022-01-30,FALSE,0
USC-SIkJalpha,SI,2022-01-30,FALSE,0
USC-SIkJalpha,ES,2022-01-30,TRUE,2
USC-SIkJalpha,SE,2022-01-30,FALSE,0
USC-SIkJalpha,CH,2022-01-30,FALSE,0
USC-SIkJalpha,GB,2022-01-30,FALSE,0
UpgUmibUsi-MultiBayes,IT,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,AT,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,BE,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,BG,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,CH,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,CY,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,CZ,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,DE,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,DK,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,EE,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,ES,2022-01-30,TRUE,2
epiforecasts-weeklygrowth,FI,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,FR,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,GB,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,GR,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,HR,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,HU,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,IE,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,IS,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,IT,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,LI,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,LT,2022-01-30,TRUE,4
epiforecasts-weeklygrowth,LU,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,LV,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,MT,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,NL,2022-01-30,TRUE,2
epiforecasts-weeklygrowth,NO,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,PL,2022-01-30,TRUE,2
epiforecasts-weeklygrowth,PT,2022-01-30,TRUE,4
epiforecasts-weeklygrowth,RO,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,SE,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,SI,2022-01-30,FALSE,0
epiforecasts-weeklygrowth,SK,2022-01-30,FALSE,0
BIOCOMSC-Gompertz,AT,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,BG,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,CZ,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,DE,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,DK,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,EE,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,FR,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,GB,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,GR,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,HR,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,IT,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,LT,2022-01-31,TRUE,2
BIOCOMSC-Gompertz,LV,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,MT,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,NO,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,PL,2022-01-31,TRUE,1
BIOCOMSC-Gompertz,PT,2022-01-31,TRUE,2
BIOCOMSC-Gompertz,RO,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,SI,2022-01-31,FALSE,0
BIOCOMSC-Gompertz,SK,2022-01-31,FALSE,0
CovidMetrics-epiBATS,DE,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,AT,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,BE,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,BG,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,CH,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,CY,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,CZ,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,DE,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,DK,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,EE,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,ES,2022-01-31,TRUE,2
EuroCOVIDhub-baseline,FI,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,FR,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,GB,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,GR,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,HR,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,HU,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,IE,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,IS,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,IT,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,LI,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,LT,2022-01-31,TRUE,4
EuroCOVIDhub-baseline,LU,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,LV,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,MT,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,NL,2022-01-31,TRUE,2
EuroCOVIDhub-baseline,NO,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,PL,2022-01-31,TRUE,2
EuroCOVIDhub-baseline,PT,2022-01-31,TRUE,4
EuroCOVIDhub-baseline,RO,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,SE,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,SI,2022-01-31,FALSE,0
EuroCOVIDhub-baseline,SK,2022-01-31,FALSE,0
FIAS_FZJ-Epi1Ger,DE,2022-01-31,FALSE,0
HZI-AgeExtendedSEIR,DE,2022-01-31,FALSE,0
ICM-agentModel,PL,2022-01-31,TRUE,2
IEM_Health-CovidProject,AT,2022-01-31,FALSE,0
IEM_Health-CovidProject,BE,2022-01-31,FALSE,0
IEM_Health-CovidProject,BG,2022-01-31,FALSE,0
IEM_Health-CovidProject,CH,2022-01-31,FALSE,0
IEM_Health-CovidProject,CY,2022-01-31,FALSE,0
IEM_Health-CovidProject,CZ,2022-01-31,FALSE,0
IEM_Health-CovidProject,DE,2022-01-31,FALSE,0
IEM_Health-CovidProject,DK,2022-01-31,FALSE,0
IEM_Health-CovidProject,EE,2022-01-31,FALSE,0
IEM_Health-CovidProject,ES,2022-01-31,TRUE,2
IEM_Health-CovidProject,FI,2022-01-31,FALSE,0
IEM_Health-CovidProject,FR,2022-01-31,FALSE,0
IEM_Health-CovidProject,GB,2022-01-31,FALSE,0
IEM_Health-CovidProject,GR,2022-01-31,FALSE,0
IEM_Health-CovidProject,HR,2022-01-31,FALSE,0
IEM_Health-CovidProject,HU,2022-01-31,FALSE,0
IEM_Health-CovidProject,IE,2022-01-31,FALSE,0
IEM_Health-CovidProject,IT,2022-01-31,FALSE,0
IEM_Health-CovidProject,LI,2022-01-31,FALSE,0
IEM_Health-CovidProject,LT,2022-01-31,TRUE,4
IEM_Health-CovidProject,LU,2022-01-31,FALSE,0
IEM_Health-CovidProject,LV,2022-01-31,FALSE,0
IEM_Health-CovidProject,MT,2022-01-31,FALSE,0
IEM_Health-CovidProject,NL,2022-01-31,TRUE,2
IEM_Health-CovidProject,NO,2022-01-31,FALSE,0
IEM_Health-CovidProject,PL,2022-01-31,TRUE,2
IEM_Health-CovidProject,PT,2022-01-31,TRUE,4
IEM_Health-CovidProject,RO,2022-01-31,FALSE,0
IEM_Health-CovidProject,SE,2022-01-31,FALSE,0
IEM_Health-CovidProject,SI,2022-01-31,FALSE,0
IEM_Health-CovidProject,SK,2022-01-31,FALSE,0
ILM-EKF,AT,2022-01-31,FALSE,0
ILM-EKF,BE,2022-01-31,FALSE,0
ILM-EKF,BG,2022-01-31,FALSE,0
ILM-EKF,CY,2022-01-31,FALSE,0
ILM-EKF,CZ,2022-01-31,FALSE,0
ILM-EKF,DE,2022-01-31,FALSE,0
ILM-EKF,EE,2022-01-31,FALSE,0
ILM-EKF,ES,2022-01-31,TRUE,2
ILM-EKF,FI,2022-01-31,FALSE,0
ILM-EKF,FR,2022-01-31,FALSE,0
ILM-EKF,GB,2022-01-31,FALSE,0
ILM-EKF,GR,2022-01-31,FALSE,0
ILM-EKF,HR,2022-01-31,FALSE,0
ILM-EKF,HU,2022-01-31,FALSE,0
ILM-EKF,IS,2022-01-31,FALSE,0
ILM-EKF,IT,2022-01-31,FALSE,0
ILM-EKF,LI,2022-01-31,FALSE,0
ILM-EKF,LT,2022-01-31,TRUE,4
ILM-EKF,LU,2022-01-31,FALSE,0
ILM-EKF,LV,2022-01-31,FALSE,0
ILM-EKF,MT,2022-01-31,FALSE,0
ILM-EKF,PL,2022-01-31,TRUE,2
ILM-EKF,PT,2022-01-31,TRUE,4
ILM-EKF,RO,2022-01-31,FALSE,0
ILM-EKF,SI,2022-01-31,FALSE,0
ILM-EKF,SK,2022-01-31,FALSE,0
ITWW-county_repro,DE,2022-01-31,FALSE,0
ITWW-county_repro,PL,2022-01-31,TRUE,2
MOCOS-agent1,PL,2022-01-31,TRUE,2
MUNI-ARIMA,AT,2022-01-31,FALSE,0
MUNI-ARIMA,BE,2022-01-31,FALSE,0
MUNI-ARIMA,BG,2022-01-31,FALSE,0
MUNI-ARIMA,CH,2022-01-31,FALSE,0
MUNI-ARIMA,CY,2022-01-31,FALSE,0
MUNI-ARIMA,CZ,2022-01-31,FALSE,0
MUNI-ARIMA,DE,2022-01-31,FALSE,0
MUNI-ARIMA,DK,2022-01-31,FALSE,0
MUNI-ARIMA,EE,2022-01-31,FALSE,0
MUNI-ARIMA,ES,2022-01-31,TRUE,2
MUNI-ARIMA,FI,2022-01-31,FALSE,0
MUNI-ARIMA,FR,2022-01-31,FALSE,0
MUNI-ARIMA,GB,2022-01-31,FALSE,0
MUNI-ARIMA,GR,2022-01-31,FALSE,0
MUNI-ARIMA,HR,2022-01-31,FALSE,0
MUNI-ARIMA,HU,2022-01-31,FALSE,0
MUNI-ARIMA,IE,2022-01-31,FALSE,0
MUNI-ARIMA,IS,2022-01-31,FALSE,0
MUNI-ARIMA,IT,2022-01-31,FALSE,0
MUNI-ARIMA,LI,2022-01-31,FALSE,0
MUNI-ARIMA,LT,2022-01-31,TRUE,2
MUNI-ARIMA,LU,2022-01-31,FALSE,0
MUNI-ARIMA,LV,2022-01-31,FALSE,0
MUNI-ARIMA,MT,2022-01-31,FALSE,0
MUNI-ARIMA,NL,2022-01-31,FALSE,0
MUNI-ARIMA,NO,2022-01-31,FALSE,0
MUNI-ARIMA,PL,2022-01-31,TRUE,1
MUNI-ARIMA,PT,2022-01-31,TRUE,2
MUNI-ARIMA,RO,2022-01-31,FALSE,0
MUNI-ARIMA,SE,2022-01-31,FALSE,0
MUNI-ARIMA,SI,2022-01-31,FALSE,0
MUNI-ARIMA,SK,2022-01-31,FALSE,0
MUNI_DMS-SEIAR,CZ,2022-01-31,FALSE,0
PL_GRedlarski-DistrictsSum,PL,2022-01-31,TRUE,2
RobertWalraven-ESG,AT,2022-01-31,FALSE,0
RobertWalraven-ESG,BE,2022-01-31,FALSE,0
RobertWalraven-ESG,BG,2022-01-31,FALSE,0
RobertWalraven-ESG,HR,2022-01-31,FALSE,0
RobertWalraven-ESG,CY,2022-01-31,FALSE,0
RobertWalraven-ESG,CZ,2022-01-31,FALSE,0
RobertWalraven-ESG,DK,2022-01-31,FALSE,0
RobertWalraven-ESG,EE,2022-01-31,FALSE,0
RobertWalraven-ESG,FI,2022-01-31,FALSE,0
RobertWalraven-ESG,FR,2022-01-31,FALSE,0
RobertWalraven-ESG,DE,2022-01-31,FALSE,0
RobertWalraven-ESG,GR,2022-01-31,FALSE,0
RobertWalraven-ESG,HU,2022-01-31,FALSE,0
RobertWalraven-ESG,IS,2022-01-31,FALSE,0
RobertWalraven-ESG,IE,2022-01-31,FALSE,0
RobertWalraven-ESG,IT,2022-01-31,FALSE,0
RobertWalraven-ESG,LV,2022-01-31,FALSE,0
RobertWalraven-ESG,LI,2022-01-31,FALSE,0
RobertWalraven-ESG,LT,2022-01-31,TRUE,4
RobertWalraven-ESG,LU,2022-01-31,FALSE,0
RobertWalraven-ESG,MT,2022-01-31,FALSE,0
RobertWalraven-ESG,NL,2022-01-31,TRUE,2
RobertWalraven-ESG,NO,2022-01-31,FALSE,0
RobertWalraven-ESG,PL,2022-01-31,TRUE,2
RobertWalraven-ESG,PT,2022-01-31,TRUE,4
RobertWalraven-ESG,RO,2022-01-31,FALSE,0
RobertWalraven-ESG,SK,2022-01-31,FALSE,0
RobertWalraven-ESG,SI,2022-01-31,FALSE,0
RobertWalraven-ESG,ES,2022-01-31,TRUE,2
RobertWalraven-ESG,SE,2022-01-31,FALSE,0
RobertWalraven-ESG,CH,2022-01-31,FALSE,0
RobertWalraven-ESG,GB,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,AT,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,BE,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,BG,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,CH,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,CY,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,CZ,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,DE,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,DK,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,EE,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,ES,2022-01-31,TRUE,1
SDSC_ISG-TrendModel,FI,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,FR,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,GB,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,GR,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,HR,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,HU,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,IE,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,IS,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,IT,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,LI,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,LT,2022-01-31,TRUE,1
SDSC_ISG-TrendModel,LU,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,LV,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,MT,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,NL,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,NO,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,PL,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,PT,2022-01-31,TRUE,1
SDSC_ISG-TrendModel,RO,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,SE,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,SI,2022-01-31,FALSE,0
SDSC_ISG-TrendModel,SK,2022-01-31,FALSE,0
Statgroup19-richards,IT,2022-01-31,FALSE,0
Statgroup19-spatialrichards,IT,2022-01-31,FALSE,0
UC3M-EpiGraph,ES,2022-01-31,TRUE,2
ULZF-SEIRC19SI,SI,2022-01-31,FALSE,0
UNED-PreCoV2,ES,2022-01-31,TRUE,2
UVA-Ensemble,AT,2022-01-31,FALSE,0
UVA-Ensemble,BE,2022-01-31,FALSE,0
UVA-Ensemble,BG,2022-01-31,FALSE,0
UVA-Ensemble,CH,2022-01-31,FALSE,0
UVA-Ensemble,CY,2022-01-31,FALSE,0
UVA-Ensemble,CZ,2022-01-31,FALSE,0
UVA-Ensemble,DE,2022-01-31,FALSE,0
UVA-Ensemble,DK,2022-01-31,FALSE,0
UVA-Ensemble,EE,2022-01-31,FALSE,0
UVA-Ensemble,ES,2022-01-31,TRUE,2
UVA-Ensemble,FI,2022-01-31,FALSE,0
UVA-Ensemble,FR,2022-01-31,FALSE,0
UVA-Ensemble,GB,2022-01-31,FALSE,0
UVA-Ensemble,GR,2022-01-31,FALSE,0
UVA-Ensemble,HR,2022-01-31,FALSE,0
UVA-Ensemble,HU,2022-01-31,FALSE,0
UVA-Ensemble,IE,2022-01-31,FALSE,0
UVA-Ensemble,IS,2022-01-31,FALSE,0
UVA-Ensemble,IT,2022-01-31,FALSE,0
UVA-Ensemble,LI,2022-01-31,FALSE,0
UVA-Ensemble,LT,2022-01-31,TRUE,4
UVA-Ensemble,LU,2022-01-31,FALSE,0
UVA-Ensemble,LV,2022-01-31,FALSE,0
UVA-Ensemble,MT,2022-01-31,FALSE,0
UVA-Ensemble,NL,2022-01-31,TRUE,2
UVA-Ensemble,NO,2022-01-31,FALSE,0
UVA-Ensemble,PL,2022-01-31,TRUE,2
UVA-Ensemble,PT,2022-01-31,TRUE,4
UVA-Ensemble,RO,2022-01-31,FALSE,0
UVA-Ensemble,SE,2022-01-31,FALSE,0
UVA-Ensemble,SI,2022-01-31,FALSE,0
UVA-Ensemble,SK,2022-01-31,FALSE,0
epiMOX-SUIHTER,IT,2022-01-31,FALSE,0
epiforecasts-EpiNow2,AT,2022-01-31,FALSE,0
epiforecasts-EpiNow2,BE,2022-01-31,FALSE,0
epiforecasts-EpiNow2,BG,2022-01-31,FALSE,0
epiforecasts-EpiNow2,CH,2022-01-31,FALSE,0
epiforecasts-EpiNow2,CY,2022-01-31,FALSE,0
epiforecasts-EpiNow2,CZ,2022-01-31,FALSE,0
epiforecasts-EpiNow2,DE,2022-01-31,FALSE,0
epiforecasts-EpiNow2,DK,2022-01-31,FALSE,0
epiforecasts-EpiNow2,EE,2022-01-31,FALSE,0
epiforecasts-EpiNow2,ES,2022-01-31,TRUE,2
epiforecasts-EpiNow2,FI,2022-01-31,FALSE,0
epiforecasts-EpiNow2,FR,2022-01-31,FALSE,0
epiforecasts-EpiNow2,GB,2022-01-31,FALSE,0
